id,trigger,conditions,script,text,options,notes
hegtales_borealis_recruit_prima2Family,DialogOptionSelected,"$option == hegtales_borealis_recruit_prima2 score:100
$global.hegtales_house_ossum_start","BeginConversation hegtales_recruit_prima
AdjustRepPerson hegtales_recruit_prima COOPERATIVE 75
HEG_prima 1","Prima strides onto the bridge, her polished uniform and confident demeanor reflecting the pride of House Ossum.

She halts before you and delivers a wonderfully choreographed Hegemony salute before giving you a bear hug. An Ossum Family classic.

""Lieutenant Prima, reporting for duty, Captain $playerFirstname!""

You hug her back, before sending her to get acquainted with the rest of the officers and settle in.",hegtales_borealis_recruit_prima3:Return to Borealis,
hegtales_borealis_recruit_prima3,DialogOptionSelected,$option == hegtales_borealis_recruit_prima3,"BeginConversation hegtales_borealis
FireAll PopulateOptions","""Treat her well, Captain. Ossums are far and in between.""

His green eyes locking onto yours through the comms. ""She’s more than just an officer. She’s family.""",,
hegtales_borealis_recruit_prima3Family,DialogOptionSelected,"$option == hegtales_borealis_recruit_prima3 score:100
$global.hegtales_house_ossum_start","BeginConversation hegtales_borealis
FireAll PopulateOptions","""Treat her well, Captain. Ossums stick together..""

His green eyes locking onto yours through the comms. ""I don't have to mention that you should keep her safe.""",,
hegtales_borealis_recruit_primano,DialogOptionSelected,$option == hegtales_borealis_recruit_prima_no,"HideSecondPerson
FireAll PopulateOptions
","""Of course, if you change your mind, she will remain here.""",,
,,,,,,
hegtales_borealistalkQuestionsEventide,DialogOptionSelected,$option == hegtales_borealistalkQuestionsEventide,,"""The Jewel of the Hegemony."" 
""Home. There’s a reason the Diktat of the Hegemony was signed here. Why High Hegemon Kail Molina chose to accept the old Houses. It's more than a planet, for 150 cycles, it has been the place where heroes are born.""

""Australis has likely told you about our ancestors, about the bloodlines and their storied past. But understand this: we are the true Perseans. We’ve been here longer than anyone, even before the Luddics arrived, heeding Ludd’s call to this sector. Our roots run deeper than any doctrine or rebellion, we worked the machines that made this planet what it is today, blood of my kin remains in the stellar mirrors. House Ossum will always exist, even if Eventide does not.""

""We are the Domain’s legacy. The last bastion of its ideals, its strength. And we will prevail.""",,
hegtales_borealistalkQuestionsBorealis,DialogOptionSelected,$option == hegtales_borealistalkQuestionsBorealis,,"He seems momentarily taken aback by your question. It wasn’t every day that someone outside of a journalist or official inquiry asked him about his personal life.

""Borealis of House Ossum,"" he begins,""Admiral of the Hegemony Navy. Member of the Executive Council. Brother to Australis, husband to Hannah…"" He pauses briefly. ""You saved her. For that, you have my thanks. That whole ordeal was... complicated.""

He shifts his stance slightly, his expression softening before continuing. ""As for my role, I’m one of the people tasked with leading the Hegemony. My focus is primarily on logistics and ensuring our operations run smoothly. You’ve likely seen for yourself how thinly we’re stretched—dangerously so at times. Yet, we endure. The Domain endures.""

""Any more words about myself would be vain.""",,
hegtales_borealistalkQuestionsBorealisOssum,DialogOptionSelected,"$option == hegtales_borealistalkQuestionsBorealis
$global.hegtales_house_ossum_start score:1500",,"He seems momentarily taken aback by your question. It wasn’t every day that someone outside of a journalist or official inquiry asked him about his personal life.

""Borealis of House Ossum,"" he begins,""Admiral of the Hegemony Navy. Member of the Executive Council. Brother to Australis, husband to Hannah, your uncle...""

He shifts his stance slightly, his expression softening before continuing. ""As for my role, I’m one of the people tasked with leading the Hegemony. My focus is primarily on logistics and ensuring our operations run smoothly. You’ve likely seen for yourself how thinly we’re stretched—dangerously so at times. Yet, we endure. The Domain endures.""

""Any more words about myself would be vain.""",,
hegtales_borealistalkQuestionsDaud,DialogOptionSelected,$option == hegtales_borealistalkQuestionsHegemon,,"""He is one of those rare men who define their generation,"" Borealis speaks, his tone measured but respectful. ""I cannot imagine another man in his position. Humble, pragmatic... and simply efficient.""

""I’ve served with him since my academy days. I fought alongside him in orbit over Chicomoztoc during the final days of the Second AI War... And he ordered me to rescue the disabled ship of my future wife... He is the godfather of my second son. He is precisely what the Hegemony needs, a strong, decisive, and unwavering High Hegemon. House Ossum supports him wholeheartedly.""

He pauses for a moment. ""But even a man like Daud needs a counterbalance. That’s why the Council exists. We’re here to maintain equilibrium, to ensure that no single vision dominates the Hegemony entirely. As much as I respect him, we cannot simply do everything he wants or wishes. Balance is the key to enduring strength.""",,
hegtales_borealistalkQuestionsLuddic,DialogOptionSelected,$option == hegtales_borealistalkQuestionsLuddic,,"The Admiral rests his hands on the desk, a thoughtful expression crossing his face. ""I suppose I could be considered one, when I was young, my father took my brother and me to all the shrines. Back then, I could recite a large part of the Book of Ludd from memory..."" His voice trails off momentarily, as if lost in the echoes of the past.

Returning to the present, he continues, ""The Hegemony has always been pragmatic. My wife and brother might lean a bit too heavily into their faith, but that devotion gives us allies—something the Hegemony desperately needs these days. Ludd’s teachings about a simpler, more grounded life... they’ve always stayed with me, even if I don’t follow them as strictly as others. As the Domain taught us, AI is a tool. A tool to be controlled and guarded, by those rightful enough to wield it. Not for the masses.""

He meets your gaze, a faint smile tugging at his lips. ""Does that answer your question?""",,
hegtales_borealistalkQuestionsIronShell,DialogOptionSelected,$option == hegtales_borealistalkQuestionsIronShell,,"""I deal with Quy in our weekly meetings with the rest of the council,"" His tone dismissive.""The Iron Shell Charter was something I opposed and voted against. It stretches our resources too thin, diluting what little strength we have left to consolidate. But Daud, in his usual wisdom and charisma, managed to push it through.""

He sighs ""They’re still part of the Hegemony, and they follow orders—more or less. Their focus, however, seems to drift toward... taxation and administrative matters, rather than true military or logistical support. A bureaucracy within a bureaucracy.""

Borealis’s eyes narrow slightly. ""I believe the Charter’s days are numbered. It won’t be renewed indefinitely. The Hegemony needs unity, not fragmented auxiliaries.""",,
hegtales_borealistalkQuestionsCouncil,DialogOptionSelected,$option == hegtales_borealistalkQuestionsCouncil,FireAll hegtales_borealistalkNepo,"""My father was a member of the Council."" Borealis begins. ""When he passed away, his seat was left vacant until I came of age and achieved the necessary rank. Do not call it nepotism, House Ossum has worked tirelessly to shape the Hegemony into what it is today. We have earned our place.""",,
hegtales_borealistalkQuestionsCouncilContinueOPT,hegtales_borealistalkNepo,,,,hegtales_borealistalkQuestionsCouncilContinue: Continue,
hegtales_borealistalkQuestionsCouncilNepoOPT,hegtales_borealistalkNepo,"!$nepobaby
!$global.hegtales_house_ossum_start",,,"hegtales_borealistalkQuestionsCouncilNepo: ""That sounds pretty Nepotistic.""",
hegtales_borealistalkQuestionsCouncilContinue,DialogOptionSelected,$option == hegtales_borealistalkQuestionsCouncilContinue,FireAll hegtales_borealistalkQuestions,"""Being part of the Executive Council is not as glamorous or perilous as some might think. Daud, as High Hegemon, must maintain an image, inspire loyalty, and entertain the masses. The Council, on the other hand, operates behind the scenes. We deliberate, debate, and ultimately decide the direction of the Hegemony. We are the ones who give the yays or nays on critical decisions without the burden of constant public scrutiny.""

""It's a good system. One that mirrors how the Domain itself used to function at its height. Efficient, balanced, and pragmatic.""",,
hegtales_borealistalkQuestionsCouncilNepo,DialogOptionSelected,"$option == hegtales_borealistalkQuestionsCouncilNepo
","AdjustRepPerson hegtales_borealis SUSPICIOUS -2
FireAll hegtales_borealistalkQuestions
$nepobaby = true","""Call it what you will. The Hegemony has endured for over 150 years, and House Ossum has stood even longer. Things are the way they are for a reason. Leave your democracies or the rule of criminals, like those on Chicomoztoc, to their own chaos.""

""The Houses of Eventide are the backbone of the Persean Sector. We are the reason the Domain's legacy still endures here. Stability, order, and strength do not come from pandering to fleeting ideals. They come from leadership, tradition, and an unyielding commitment to survival.""

""Criticize it if you must, but do not forget: without us, there would be no Hegemony or order to question.""",,
hegtales_borealistalkQuestionsLordOfBonesYesOpt,DialogOptionSelected,$option == hegtales_borealistalkQuestionsLordOfBones,FireAll hegtales_borealistalkBones,"He has a expression a mix of irritation and weariness. his green eyes lock onto yours. 

""Do you really want to know?"" ",,
hegtales_borealistalkQuestionsLordOfBonesYes,hegtales_borealistalkBones,,$askedlordofbones = true,,"hegtales_borealistalkQuestionsLordOfBonesYes:""Yes, I want to know.""",
hegtales_borealistalkQuestionsLordOfBonesNo,hegtales_borealistalkBones,,$askedlordofbones = true,,"hegtales_borealistalkQuestionsLordOfBonesNo:""No, it's alright.""",
hegtales_borealistalkQuestionsLordofBonesYesContinue,DialogOptionSelected,$option == hegtales_borealistalkQuestionsLordOfBonesYes,"AdjustRepPerson hegtales_borealis SUSPICIOUS -5
FireAll hegtales_borealistalkQuestions","""They call me the Lord of Bones because Ossum means bones in an old Earth language,"" Borealis explains, in an annoyed tone. ""And as a noble it’s only fitting that I am the Lord of Bones.""

""Perhaps the title also comes from my strict discipline, my old crew would certainly attest to that. Or maybe it’s a relic of my younger years, back when I commanded ships as a patrol commander and was... less cautious, shall we say. Reckless, even.""

""Happy?""",,
hegtales_borealistalkQuestionsLordofBonesNoContinue,DialogOptionSelected,$option == hegtales_borealistalkQuestionsLordOfBonesNo,FireAll hegtales_borealistalkQuestions,"""Good, I am very glad that I don’t need to waste my time explaining the foolish behaviors and misguided ideas of people outside my control.""

He sighs softly. ""It’s bad enough dealing with the nonsense of the Tri-Tachyon. Let’s not add more to the pile, shall we?""",,
,,,,,,
hegtales_borealistalkQuestionsCancel,DialogOptionSelected,$option == hegtales_borealistalkQuestionsCancel,FireAll PopulateOptions,"""Mhmhm. I hope you are satisfied with the information I have given you."" He seems to grab a tripad and looks at some information idly.",,
